_ws.col.No.,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Src_port,_ws.col.Dst_port,_ws.col.Delta_time,_ws.col.TTL
"34976","589.185863","192.168.12.62","123.125.103.173","TLSv1.2","429","44387","443","0.006565","64"
"34977","589.187565","192.168.12.108","111.206.101.16","TLSv1","571","60950","443","0.001702","64"
"34978","589.218126","192.168.12.243","111.231.22.149","TCP","54","49154","11822","0.030561","255"
"34979","589.230622","111.206.101.16","192.168.12.108","TCP","54","443","60950","0.012496","40"
"34980","589.231679","111.206.101.16","192.168.12.108","TLSv1.2","1078","443","60950","0.001057","40"
"34981","589.231914","111.206.101.16","192.168.12.108","TCP","1078","443","60950","0.000235","40"
"34982","589.231941","111.206.101.16","192.168.12.108","TCP","1078","443","60950","0.000027","40"
"34983","589.232045","111.206.101.16","192.168.12.108","TCP","1078","443","60950","0.000104","40"
"34984","589.232142","111.206.101.16","192.168.12.108","TCP","503","443","60950","0.000097","40"
"34985","589.232196","123.125.103.173","192.168.12.62","TLSv1.2","500","443","44387","0.000054","41"
"34986","589.232259","111.206.101.16","192.168.12.108","TCP","1078","443","60950","0.000063","40"
"34987","589.234917","192.168.12.62","123.125.103.173","TCP","54","44387","443","0.002658","64"
"34988","589.235263","192.168.12.108","111.206.101.16","TCP","54","60950","443","0.000346","64"
"34989","589.240640","111.206.101.16","192.168.12.108","TCP","503","443","60950","0.005377","40"
"34990","589.245617","192.168.12.108","111.206.101.16","TCP","54","60950","443","0.004977","64"
"34991","589.245961","192.168.12.108","111.206.101.16","TCP","54","60950","443","0.000344","64"
"34992","589.249511","192.168.12.108","111.206.101.16","TCP","54","60950","443","0.003550","64"
"34993","589.252280","192.168.12.108","111.206.101.16","TCP","66","60950","443","0.002769","64"
"34994","589.252658","192.168.12.108","111.206.101.16","TCP","54","60950","443","0.000378","64"
"34995","589.253010","192.168.12.108","111.206.101.16","TCP","66","60950","443","0.000352","64"
"34996","589.284584","192.168.12.108","111.206.101.16","TLSv1.2","245","60950","443","0.031574","64"
"34997","589.292657","192.168.12.108","110.43.52.39","UDP","90","14683","32100","0.008073","64"
"34998","589.293023","192.168.12.108","120.92.164.118","UDP","90","14683","32100","0.000366","64"
"34999","589.293378","192.168.12.108","120.131.3.73","UDP","90","14683","32100","0.000355","64"
"35000","589.299976","110.43.52.39","192.168.12.108","UDP","54","32100","14683","0.006598","48"
"35001","589.324329","120.92.164.118","192.168.12.108","UDP","54","32100","14683","0.024353","47"
"35002","589.327342","111.206.101.16","192.168.12.108","TLSv1.2","105","443","60950","0.003013","40"
"35003","589.328890","192.168.12.108","111.206.101.16","TCP","54","60950","443","0.001548","64"
"35004","589.333270","120.131.3.73","192.168.12.108","UDP","54","32100","14683","0.004380","46"
"35005","589.343151","192.168.12.108","111.206.101.16","TLSv1.2","586","60950","443","0.009881","64"
"35006","589.400700","111.206.101.16","192.168.12.108","TLSv1.2","820","443","60950","0.057549","40"
"35007","589.405197","192.168.12.108","111.206.101.16","TLSv1.2","85","60950","443","0.004497","64"
"35008","589.429860","192.168.12.108","111.206.101.16","TCP","54","60950","443","0.024663","64"
"35009","589.448070","111.206.101.16","192.168.12.108","TCP","54","443","60950","0.018210","40"
"35010","589.449549","192.168.12.108","111.206.101.16","TCP","54","60950","443","0.001479","64"
"35011","589.472458","111.206.101.16","192.168.12.108","TCP","54","443","60950","0.022909","40"
"35012","589.592891","192.168.12.62","203.107.55.19","TCP","54","46393","80","0.120433","64"
"35013","589.609594","Raspberr_3a:77:79","TendaTec_cc:41:70","ARP","42","","","0.016703",""
"35014","589.612576","TendaTec_cc:41:70","Raspberr_3a:77:79","ARP","42","","","0.002982",""
"35015","589.773973","192.168.12.62","203.107.55.19","TCP","54","46399","80","0.161397","64"
"35016","589.777807","192.168.12.62","203.107.55.19","TCP","74","46431","80","0.003834","64"
"35017","589.781633","203.107.55.19","192.168.12.62","TCP","74","80","46431","0.003826","45"
"35018","589.792989","192.168.12.62","203.107.55.19","TCP","54","46431","80","0.011356","64"
"35019","589.795053","192.168.12.62","203.107.55.19","HTTP","744","46431","80","0.002064","64"
"35020","589.847786","203.107.55.19","192.168.12.62","TCP","54","80","46431","0.052733","38"
"35021","589.857267","203.107.55.19","192.168.12.62","HTTP","151","80","46431","0.009481","38"
"35022","589.866834","192.168.12.62","203.107.55.19","TCP","54","46431","80","0.009567","64"
"35023","589.997939","192.168.12.62","203.107.55.19","TCP","54","46399","80","0.131105","64"
"35024","590.183803","XiaomiCo_fc:e8:72","TianjinH_28:e0:b1","ARP","42","","","0.185864",""
"35025","590.189333","TianjinH_28:e0:b1","XiaomiCo_fc:e8:72","ARP","42","","","0.005530",""
"35026","590.212983","192.168.12.62","203.107.55.19","TCP","54","46399","80","0.023650","64"
"35027","590.436118","192.168.12.108","114.114.114.114","DNS","94","54389","53","0.223135","64"
"35028","590.437277","114.114.114.114","192.168.12.108","DNS","126","53","54389","0.001159","52"
"35029","590.453408","192.168.12.108","111.202.0.48","TCP","74","37262","443","0.016131","64"
"35030","590.491409","111.202.0.48","192.168.12.108","TCP","74","443","37262","0.038001","44"
"35031","590.509028","192.168.12.108","111.202.0.48","TCP","54","37262","443","0.017619","64"
"35032","590.510864","192.168.12.62","203.107.55.19","TCP","54","46393","80","0.001836","64"
"35033","590.611534","192.168.12.108","111.202.0.48","TLSv1","571","37262","443","0.100670","64"
"35034","590.649640","111.202.0.48","192.168.12.108","TCP","54","443","37262","0.038106","40"
"35035","590.651646","111.202.0.48","192.168.12.108","TLSv1.2","1078","443","37262","0.002006","40"
"35036","590.651739","111.202.0.48","192.168.12.108","TCP","1078","443","37262","0.000093","40"
"35037","590.651828","111.202.0.48","192.168.12.108","TCP","1078","443","37262","0.000089","40"
"35038","590.651922","111.202.0.48","192.168.12.108","TCP","1078","443","37262","0.000094","40"
"35039","590.651949","111.202.0.48","192.168.12.108","TCP","503","443","37262","0.000027","40"
"35040","590.652049","111.202.0.48","192.168.12.108","TCP","1078","443","37262","0.000100","40"
"35041","590.653784","192.168.12.62","203.107.55.19","TCP","54","46399","80","0.001735","64"
"35042","590.654982","192.168.12.108","111.202.0.48","TCP","54","37262","443","0.001198","64"
"35043","590.660379","111.202.0.48","192.168.12.108","TCP","503","443","37262","0.005397","40"
"35044","590.662485","192.168.12.108","111.202.0.48","TCP","54","37262","443","0.002106","64"
"35045","590.662679","192.168.12.108","111.202.0.48","TCP","54","37262","443","0.000194","64"
"35046","590.662851","192.168.12.108","111.202.0.48","TCP","54","37262","443","0.000172","64"
"35047","590.663129","192.168.12.108","111.202.0.48","TCP","66","37262","443","0.000278","64"
"35048","590.663461","192.168.12.108","111.202.0.48","TCP","54","37262","443","0.000332","64"
"35049","590.663813","192.168.12.108","111.202.0.48","TCP","66","37262","443","0.000352","64"
"35050","590.714533","192.168.12.108","111.202.0.48","TLSv1.2","245","37262","443","0.050720","64"
"35051","590.752622","111.202.0.48","192.168.12.108","TLSv1.2","105","443","37262","0.038089","40"
"35052","590.754078","192.168.12.108","111.202.0.48","TCP","54","37262","443","0.001456","64"
"35053","590.760875","192.168.12.108","111.202.0.48","TLSv1.2","612","37262","443","0.006797","64"
"35054","590.803811","111.202.0.48","192.168.12.108","TLSv1.2","649","443","37262","0.042936","40"
"35055","590.807735","192.168.12.108","111.202.0.48","TLSv1.2","85","37262","443","0.003924","64"
"35056","590.826748","192.168.12.108","111.202.0.48","TCP","54","37262","443","0.019013","64"
"35057","590.845615","111.202.0.48","192.168.12.108","TCP","54","443","37262","0.018867","40"
"35058","590.853454","192.168.12.108","111.202.0.48","TCP","54","37262","443","0.007839","64"
"35059","590.864316","111.202.0.48","192.168.12.108","TCP","54","443","37262","0.010862","40"
"35060","590.941908","192.168.12.62","123.125.103.173","TLSv1.2","341","44387","443","0.077592","64"
"35061","590.942335","192.168.12.62","111.206.101.16","TLSv1.2","292","42158","443","0.000427","64"
"35062","590.954433","192.168.12.62","123.125.103.173","TCP","1454","44387","443","0.012098","64"
"35063","590.988422","123.125.103.173","192.168.12.62","TLSv1.2","500","443","44387","0.033989","41"
"35064","590.994359","192.168.12.62","123.125.103.173","TLSv1.2","602","44387","443","0.005937","64"
"35065","591.000663","111.206.101.16","192.168.12.62","TLSv1.2","533","443","42158","0.006304","40"
"35066","591.006113","192.168.12.62","111.206.101.16","TCP","54","42158","443","0.005450","64"
"35067","591.036194","123.125.103.173","192.168.12.62","TCP","54","443","44387","0.030081","41"
"35068","591.036611","123.125.103.173","192.168.12.62","TCP","54","443","44387","0.000417","41"
"35069","591.037874","192.168.12.62","123.125.103.173","TLSv1.2","736","44387","443","0.001263","64"
"35070","591.039809","123.125.103.173","192.168.12.62","TLSv1.2","500","443","44387","0.001935","41"
"35071","591.048155","123.125.103.173","192.168.12.62","TLSv1.2","712","443","44387","0.008346","41"
"35072","591.049638","123.125.103.173","192.168.12.62","TLSv1.2","712","443","44387","0.001483","41"
"35073","591.050400","192.168.12.62","123.125.103.173","TCP","54","44387","443","0.000762","64"
"35074","591.059223","192.168.12.62","110.43.52.39","UDP","46","15013","32100","0.008823","64"
"35075","591.059368","192.168.12.62","120.92.164.118","UDP","46","15013","32100","0.000145","64"
"35076","591.059503","192.168.12.62","120.131.3.73","UDP","46","15013","32100","0.000135","64"
"35077","591.059628","192.168.12.62","110.43.52.39","UDP","82","15013","32100","0.000125","64"
"35078","591.059864","192.168.12.62","120.92.164.118","UDP","82","15013","32100","0.000236","64"
"35079","591.059889","192.168.12.62","120.131.3.73","UDP","82","15013","32100","0.000025","64"
"35080","591.059911","192.168.12.62","192.168.12.255","UDP","46","15013","32108","0.000022","64"
"35081","591.062662","192.168.12.108","192.168.12.62","UDP","66","14683","15013","0.002751","64"
"35082","591.063788","192.168.12.62","192.168.12.108","UDP","66","15013","14683","0.001126","64"
"35083","591.064939","192.168.12.108","192.168.12.62","UDP","66","14683","15013","0.001151","64"
"35084","591.067239","110.43.52.39","192.168.12.108","UDP","62","32100","14683","0.002300","48"
"35085","591.067309","110.43.52.39","192.168.12.108","UDP","62","32100","14683","0.000070","48"
"35086","591.067336","110.43.52.39","192.168.12.62","UDP","62","32100","15013","0.000027","48"
"35087","591.067360","110.43.52.39","192.168.12.62","UDP","50","32100","15013","0.000024","48"
"35088","591.067379","110.43.52.39","192.168.12.62","UDP","62","32100","15013","0.000019","48"
"35089","591.067407","110.43.52.39","192.168.12.62","UDP","62","32100","15013","0.000028","48"
"35090","591.069765","192.168.12.62","110.43.52.39","UDP","130","15013","32100","0.002358","64"
"35091","591.070022","192.168.12.62","120.92.164.118","UDP","130","15013","32100","0.000257","64"
"35092","591.070049","192.168.12.62","120.131.3.73","UDP","130","15013","32100","0.000027","64"
"35093","591.082594","192.168.12.108","192.168.12.62","UDP","66","14683","15013","0.012545","64"
"35094","591.089521","120.92.164.118","192.168.12.62","UDP","50","32100","15013","0.006927","47"
"35095","591.089549","120.92.164.118","192.168.12.62","UDP","62","32100","15013","0.000028","47"
"35096","591.089601","120.92.164.118","192.168.12.62","UDP","62","32100","15013","0.000052","47"
"35097","591.089620","120.92.164.118","192.168.12.62","UDP","62","32100","15013","0.000019","47"
"35098","591.089831","120.92.164.118","192.168.12.108","UDP","62","32100","14683","0.000211","47"
"35099","591.089924","120.92.164.118","192.168.12.108","UDP","62","32100","14683","0.000093","47"
"35100","591.094612","123.125.103.173","192.168.12.62","TLSv1.2","327","443","44387","0.004688","41"
"35101","591.095735","192.168.12.62","123.125.103.173","TCP","54","44387","443","0.001123","64"
"35102","591.097313","192.168.12.62","123.125.103.173","TCP","54","44387","443","0.001578","64"
"35103","591.098803","120.131.3.73","192.168.12.62","UDP","62","32100","15013","0.001490","46"
"35104","591.098837","120.131.3.73","192.168.12.62","UDP","50","32100","15013","0.000034","46"
"35105","591.098877","120.131.3.73","192.168.12.62","UDP","62","32100","15013","0.000040","46"
"35106","591.098916","120.131.3.73","192.168.12.62","UDP","62","32100","15013","0.000039","46"
"35107","591.099804","120.131.3.73","192.168.12.108","UDP","62","32100","14683","0.000888","46"
"35108","591.099835","120.131.3.73","192.168.12.108","UDP","62","32100","14683","0.000031","46"
"35109","591.102785","192.168.12.108","192.168.12.62","UDP","66","14683","15013","0.002950","64"
"35110","591.123816","192.168.12.108","192.168.12.62","UDP","66","14683","15013","0.021031","64"
"35111","591.124356","192.168.12.62","192.168.12.108","UDP","46","15013","14683","0.000540","64"
"35112","591.124488","192.168.12.62","192.168.12.108","UDP","46","15013","14683","0.000132","64"
"35113","591.130219","192.168.12.62","192.168.12.108","UDP","46","15013","14683","0.005731","64"
"35114","591.160486","192.168.12.62","192.168.12.108","UDP","214","15013","14683","0.030267","64"
"35115","591.200761","192.168.12.62","192.168.12.108","UDP","214","15013","14683","0.040275","64"
"35116","591.241327","192.168.12.62","192.168.12.108","UDP","214","15013","14683","0.040566","64"
"35117","591.281407","192.168.12.62","192.168.12.108","UDP","214","15013","14683","0.040080","64"
"35118","591.329502","192.168.12.62","192.168.12.108","UDP","214","15013","14683","0.048095","64"
"35119","591.333229","192.168.12.108","192.168.12.62","UDP","46","14683","15013","0.003727","64"
"35120","591.333635","192.168.12.108","192.168.12.62","UDP","46","14683","15013","0.000406","64"
"35121","591.334262","192.168.12.108","192.168.12.62","UDP","46","14683","15013","0.000627","64"
"35122","591.343174","192.168.12.108","192.168.12.62","UDP","60","14683","15013","0.008912","64"
"35123","591.394536","192.168.12.108","110.43.52.39","UDP","46","25756","32100","0.051362","64"
"35124","591.394868","192.168.12.108","120.92.164.118","UDP","46","25756","32100","0.000332","64"
"35125","591.395047","192.168.12.108","120.131.3.73","UDP","46","25756","32100","0.000179","64"
"35126","591.395387","192.168.12.108","110.43.52.39","UDP","90","25756","32100","0.000340","64"
"35127","591.395596","192.168.12.108","120.92.164.118","UDP","90","25756","32100","0.000209","64"
"35128","591.395932","192.168.12.108","120.131.3.73","UDP","90","25756","32100","0.000336","64"
"35129","591.401430","58.250.136.38","192.168.12.62","TCP","54","443","39716","0.005498","51"
"35130","591.401787","110.43.52.39","192.168.12.108","UDP","62","32100","25756","0.000357","48"
"35131","591.402084","110.43.52.39","192.168.12.108","UDP","54","32100","25756","0.000297","48"
"35132","591.403501","192.168.12.62","58.250.136.38","TCP","54","39716","443","0.001417","64"
"35133","591.408146","192.168.12.108","192.168.12.62","UDP","106","14683","15013","0.004645","64"
"35134","591.417148","192.168.12.62","192.168.12.108","UDP","74","37083","54321","0.009002","64"
"35135","591.426200","120.92.164.118","192.168.12.108","UDP","62","32100","25756","0.009052","47"
"35136","591.426383","120.92.164.118","192.168.12.108","UDP","54","32100","25756","0.000183","47"
"35137","591.429085","192.168.12.62","111.206.101.16","TLSv1.2","792","42158","443","0.002702","64"
"35138","591.435235","120.131.3.73","192.168.12.108","UDP","62","32100","25756","0.006150","46"
"35139","591.435547","120.131.3.73","192.168.12.108","UDP","54","32100","25756","0.000312","46"
"35140","591.442370","192.168.12.62","192.168.12.108","UDP","479","15013","14683","0.006823","64"
"35141","591.442542","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.000172","64"
"35142","591.454500","192.168.12.108","192.168.12.62","UDP","106","14683","15013","0.011958","64"
"35143","591.465837","192.168.12.108","192.168.12.62","UDP","52","14683","15013","0.011337","64"
"35144","591.474005","111.206.101.16","192.168.12.62","TLSv1.2","305","443","42158","0.008168","40"
"35145","591.477136","192.168.12.62","111.206.101.16","TCP","54","42158","443","0.003131","64"
"35146","591.482342","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.005206","64"
"35147","591.484913","192.168.12.108","192.168.12.62","UDP","179","14683","15013","0.002571","64"
"35148","591.494390","192.168.12.108","192.168.12.62","UDP","74","54321","37083","0.009477","64"
"35149","591.496874","192.168.12.62","192.168.12.108","UDP","122","49245","54321","0.002484","64"
"35150","591.508517","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.011643","64"
"35151","591.537237","192.168.12.62","203.107.55.19","TCP","54","46399","80","0.028720","64"
"35152","591.543926","192.168.12.108","192.168.12.62","UDP","1074","14683","15013","0.006689","64"
"35153","591.545361","192.168.12.108","192.168.12.62","UDP","1074","14683","15013","0.001435","64"
"35154","591.545384","192.168.12.108","192.168.12.62","UDP","1074","14683","15013","0.000023","64"
"35155","591.545398","192.168.12.108","192.168.12.62","UDP","1074","14683","15013","0.000014","64"
"35156","591.546428","192.168.12.108","192.168.12.62","UDP","1074","14683","15013","0.001030","64"
"35157","591.546453","192.168.12.108","192.168.12.62","UDP","1074","14683","15013","0.000025","64"
"35158","591.549352","192.168.12.108","192.168.12.62","UDP","1074","14683","15013","0.002899","64"
"35159","591.550024","192.168.12.108","192.168.12.62","UDP","849","14683","15013","0.000672","64"
"35160","591.556780","192.168.12.62","111.206.101.16","TLSv1.2","757","42158","443","0.006756","64"
"35161","591.561889","192.168.12.62","192.168.12.108","UDP","85","15013","14683","0.005109","64"
"35162","591.562011","192.168.12.62","192.168.12.108","UDP","78","15013","14683","0.000122","64"
"35163","591.568955","192.168.12.108","192.168.12.62","UDP","52","14683","15013","0.006944","64"
"35164","591.582786","192.168.12.108","192.168.12.62","UDP","524","14683","15013","0.013831","64"
"35165","591.586961","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.004175","64"
"35166","591.601300","111.206.101.16","192.168.12.62","TLSv1.2","305","443","42158","0.014339","40"
"35167","591.608220","192.168.12.62","111.206.101.16","TLSv1.2","1277","42158","443","0.006920","64"
"35168","591.623088","192.168.12.108","192.168.12.62","UDP","433","14683","15013","0.014868","64"
"35169","591.636442","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.013354","64"
"35170","591.653014","111.206.101.16","192.168.12.62","TLSv1.2","305","443","42158","0.016572","40"
"35171","591.653061","111.206.101.16","192.168.12.62","TLSv1.2","305","443","42158","0.000047","40"
"35172","591.654851","192.168.12.62","111.206.101.16","TCP","54","42158","443","0.001790","64"
"35173","591.683339","192.168.12.108","192.168.12.62","UDP","431","14683","15013","0.028488","64"
"35174","591.688046","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.004707","64"
"35175","591.712965","192.168.12.108","192.168.12.62","UDP","170","54321","49245","0.024919","64"
"35176","591.743150","192.168.12.108","192.168.12.62","UDP","376","14683","15013","0.030185","64"
"35177","591.749742","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.006592","64"
"35178","591.783650","192.168.12.108","192.168.12.62","UDP","445","14683","15013","0.033908","64"
"35179","591.805695","192.168.12.108","192.168.12.62","UDP","445","14683","15013","0.022045","64"
"35180","591.810085","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.004390","64"
"35181","591.810842","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.000757","64"
"35182","591.825028","192.168.12.108","192.168.12.62","UDP","403","14683","15013","0.014186","64"
"35183","591.841588","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.016560","64"
"35184","591.850918","192.168.12.62","192.168.12.108","UDP","70","15013","14683","0.009330","64"
"35185","591.861057","192.168.12.62","192.168.12.108","UDP","70","15013","14683","0.010139","64"
"35186","591.862913","192.168.12.108","192.168.12.62","UDP","52","14683","15013","0.001856","64"
"35187","591.886246","192.168.12.108","192.168.12.62","UDP","74","14683","15013","0.023333","64"
"35188","591.886652","192.168.12.108","192.168.12.62","UDP","52","14683","15013","0.000406","64"
"35189","591.887089","192.168.12.108","192.168.12.62","UDP","415","14683","15013","0.000437","64"
"35190","591.891487","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.004398","64"
"35191","591.891567","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.000080","64"
"35192","591.921732","192.168.12.62","192.168.12.108","UDP","246","15013","14683","0.030165","64"
"35193","591.923352","192.168.12.62","192.168.12.108","UDP","246","15013","14683","0.001620","64"
"35194","591.945609","192.168.12.108","192.168.12.62","UDP","54","14683","15013","0.022257","64"
"35195","591.946021","192.168.12.108","192.168.12.62","UDP","353","14683","15013","0.000412","64"
"35196","591.946556","192.168.12.62","192.168.12.108","UDP","246","15013","14683","0.000535","64"
"35197","591.952529","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.005973","64"
"35198","591.964816","192.168.12.108","192.168.12.62","UDP","123","14683","15013","0.012287","64"
"35199","591.965188","192.168.12.108","192.168.12.62","UDP","52","14683","15013","0.000372","64"
"35200","591.972509","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.007321","64"
"35201","591.982715","192.168.12.108","192.168.12.62","UDP","325","14683","15013","0.010206","64"
"35202","591.992954","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.010239","64"
"35203","592.045152","192.168.12.108","192.168.12.62","UDP","346","14683","15013","0.052198","64"
"35204","592.053673","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.008521","64"
"35205","592.084370","192.168.12.108","192.168.12.62","UDP","410","14683","15013","0.030697","64"
"35206","592.094338","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.009968","64"
"35207","592.145405","192.168.12.108","192.168.12.62","UDP","482","14683","15013","0.051067","64"
"35208","592.155153","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.009748","64"
"35209","592.182701","192.168.12.108","192.168.12.62","UDP","377","14683","15013","0.027548","64"
"35210","592.185437","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.002736","64"
"35211","592.222811","192.168.12.108","192.168.12.62","UDP","384","14683","15013","0.037374","64"
"35212","592.226000","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.003189","64"
"35213","592.284561","192.168.12.108","192.168.12.62","UDP","346","14683","15013","0.058561","64"
"35214","592.286765","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.002204","64"
"35215","592.324562","192.168.12.108","192.168.12.62","UDP","332","14683","15013","0.037797","64"
"35216","592.327220","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.002658","64"
"35217","592.383475","192.168.12.108","192.168.12.62","UDP","318","14683","15013","0.056255","64"
"35218","592.398865","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.015390","64"
"35219","592.426890","192.168.12.108","192.168.12.62","UDP","325","14683","15013","0.028025","64"
"35220","592.428206","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.001316","64"
"35221","592.486054","192.168.12.108","192.168.12.62","UDP","356","14683","15013","0.057848","64"
"35222","592.489927","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.003873","64"
"35223","592.493206","192.168.12.108","110.43.52.39","UDP","90","25756","32100","0.003279","64"
"35224","592.493548","192.168.12.108","120.92.164.118","UDP","90","25756","32100","0.000342","64"
"35225","592.493731","192.168.12.108","120.131.3.73","UDP","90","25756","32100","0.000183","64"
"35226","592.499877","110.43.52.39","192.168.12.108","UDP","54","32100","25756","0.006146","48"
"35227","592.524337","120.92.164.118","192.168.12.108","UDP","54","32100","25756","0.024460","47"
"35228","592.533309","120.131.3.73","192.168.12.108","UDP","54","32100","25756","0.008972","46"
"35229","592.558324","192.168.12.108","192.168.12.62","UDP","533","14683","15013","0.025015","64"
"35230","592.559840","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.001516","64"
"35231","592.588128","192.168.12.108","192.168.12.62","UDP","534","14683","15013","0.028288","64"
"35232","592.592115","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.003987","64"
"35233","592.623549","192.168.12.108","192.168.12.62","UDP","504","14683","15013","0.031434","64"
"35234","592.631341","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.007792","64"
"35235","592.683328","192.168.12.108","192.168.12.62","UDP","474","14683","15013","0.051987","64"
"35236","592.694368","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.011040","64"
"35237","592.701114","192.168.12.62","192.168.12.108","UDP","70","15013","14683","0.006746","64"
"35238","592.702762","192.168.12.108","192.168.12.62","UDP","52","14683","15013","0.001648","64"
"35239","592.743201","192.168.12.108","192.168.12.62","UDP","74","14683","15013","0.040439","64"
"35240","592.743652","192.168.12.108","192.168.12.62","UDP","500","14683","15013","0.000451","64"
"35241","592.747785","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.004133","64"
"35242","592.748537","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.000752","64"
"35243","592.783206","192.168.12.108","192.168.12.62","UDP","496","14683","15013","0.034669","64"
"35244","592.796700","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.013494","64"
"35245","592.812973","192.168.12.108","14.215.35.251","TLSv1.2","507","37170","443","0.016273","64"
"35246","592.843290","192.168.12.108","192.168.12.62","UDP","486","14683","15013","0.030317","64"
"35247","592.849375","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.006085","64"
"35248","592.860549","14.215.35.251","192.168.12.108","TCP","54","443","37170","0.011174","43"
"35249","592.888790","192.168.12.108","192.168.12.62","UDP","513","14683","15013","0.028241","64"
"35250","592.899063","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.010273","64"
"35251","592.943357","192.168.12.108","192.168.12.62","UDP","486","14683","15013","0.044294","64"
"35252","592.948594","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.005237","64"
"35253","592.982847","192.168.12.108","192.168.12.62","UDP","427","14683","15013","0.034253","64"
"35254","592.987245","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.004398","64"
"35255","593.004375","192.168.12.62","163.177.151.75","TLSv1.2","498","47531","443","0.017130","64"
"35256","593.012256","163.177.151.75","192.168.12.62","TCP","54","443","47531","0.007881","47"
"35257","593.015246","163.177.151.75","192.168.12.62","TLSv1.2","96","443","47531","0.002990","47"
"35258","593.016596","192.168.12.62","163.177.151.75","TCP","54","47531","443","0.001350","64"
"35259","593.022829","192.168.12.108","192.168.12.62","UDP","481","14683","15013","0.006233","64"
"35260","593.023390","163.177.151.75","192.168.12.62","TLSv1.2","321","443","47261","0.000561","47"
"35261","593.023734","192.168.12.62","14.215.178.100","TLSv1.2","716","43820","443","0.000344","64"
"35262","593.024720","192.168.12.62","14.215.178.100","TLSv1.2","853","43820","443","0.000986","64"
"35263","593.025503","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.000783","64"
"35264","593.026229","192.168.12.62","192.168.12.108","UDP","52","15013","14683","0.000726","64"
"35265","593.029345","14.215.178.100","192.168.12.62","TCP","54","443","43820","0.003116","46"
"35266","593.030392","14.215.178.100","192.168.12.62","TCP","54","443","43820","0.001047","46"
"35267","593.032309","157.255.77.168","192.168.12.244","TLSv1.2","795","443","57818","0.001917","42"
"35268","593.035005","14.215.178.100","192.168.12.62","TLSv1.2","248","443","43820","0.002696","46"
"35269","593.035042","163.177.151.75","192.168.12.62","TLSv1.2","92","443","47531","0.000037","47"
"35270","593.035116","163.177.151.75","192.168.12.62","TCP","120","443","47531","0.000074","47"
"35271","593.035136","14.215.178.100","192.168.12.62","TLSv1.2","113","443","43820","0.000020","46"
"35272","593.038110","14.215.178.100","192.168.12.62","TLSv1.2","88","443","43820","0.002974","46"
"35273","593.041676","192.168.12.62","163.177.151.75","TCP","66","47531","443","0.003566","64"
"35274","593.041817","192.168.12.62","14.215.178.100","TCP","54","43820","443","0.000141","64"
"35275","593.046442","192.168.12.62","14.215.178.100","TLSv1.2","716","43778","443","0.004625","64"
"35276","593.052231","14.215.178.100","192.168.12.62","TCP","54","443","43778","0.005789","46"
"35277","593.057050","14.215.178.100","192.168.12.62","TCP","88","443","43820","0.004819","46"
"35278","593.127392","192.168.12.108","192.168.12.62","UDP","558","14683","15013","0.070342","64"
"35279","593.132254","14.215.35.251","192.168.12.108","TLSv1.2","139","443","37170","0.004862","43"
"35280","593.144353","192.168.12.108","192.168.12.62","UDP","558","14683","15013","0.012099","64"
"35281","593.148554","192.168.12.244","157.255.77.168","TLSv1.2","923","57818","443","0.004201","255"
